LOCATION;"Country";"INDICATOR";"Indicator";"MEASURE";"Measure";"INEQUALITY";"Inequality";"Unit Code";"Unit";"PowerCode Code";"PowerCode";"Reference Period Code";"Reference Period";"Value";"Flag Codes";"Flags"
CZE;"Czech Republic";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;20170;"E";"Estimated value"
DNK;"Denmark";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;54839;"E";"Estimated value"
FIN;"Finland";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;24482;"E";"Estimated value"
FRA;"France";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;53851;"E";"Estimated value"
DEU;"Germany";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;49822;"E";"Estimated value"
GRC;"Greece";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;17568;"E";"Estimated value"
HUN;"Hungary";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;17774;"E";"Estimated value"
ISL;"Iceland";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;54275;"E";"Estimated value"
IRL;"Ireland";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;31861;"E";"Estimated value"
ITA;"Italy";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;56833;"E";"Estimated value"
JPN;"Japan";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;92818;"E";"Estimated value"
KOR;"Korea";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;30852;"E";"Estimated value"
LUX;"Luxembourg";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;64500;"E";"Estimated value"
MEX;"Mexico";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;9856;"E";"Estimated value"
NLD;"Netherlands";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;71251;"E";"Estimated value"
NZL;"New Zealand";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;81271;"E";"Estimated value"
NOR;"Norway";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;16930;"E";"Estimated value"
POL;"Poland";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;12902;"E";"Estimated value"
PRT;"Portugal";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;29563;"E";"Estimated value"
SVK;"Slovak Republic";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;8896;"E";"Estimated value"
ESP;"Spain";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;29819;"E";"Estimated value"
SWE;"Sweden";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;69899;"E";"Estimated value"
CHE;"Switzerland";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;120265;"E";"Estimated value"
TUR;"Turkey";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;3886;"E";"Estimated value"
GBR;"United Kingdom";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;69927;"E";"Estimated value"
USA;"United States";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;163268;"E";"Estimated value"
BRA;"Brazil";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;7566;"E";"Estimated value"
CHL;"Chile";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;18172;"E";"Estimated value"
EST;"Estonia";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;15728;"E";"Estimated value"
ISR;"Israel";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;50051;"E";"Estimated value"
RUS;"Russia";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;3687;"E";"Estimated value"
SVN;"Slovenia";"IW_HNFW";"Household net financial wealth";"L";"Value";"MN";"Men";"USD";"US Dollar";"0";"units";;;17271;"E";"Estimated value"
AUS;"Australia";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;48836;"E";"Estimated value"
AUT;"Austria";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;55623;"E";"Estimated value"
BEL;"Belgium";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;89057;"E";"Estimated value"
CAN;"Canada";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;75775;"E";"Estimated value"
CZE;"Czech Republic";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;20170;"E";"Estimated value"
DNK;"Denmark";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;54839;"E";"Estimated value"
FIN;"Finland";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;24482;"E";"Estimated value"
FRA;"France";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;53851;"E";"Estimated value"
DEU;"Germany";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;49822;"E";"Estimated value"
GRC;"Greece";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;17568;"E";"Estimated value"
HUN;"Hungary";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;17774;"E";"Estimated value"
ISL;"Iceland";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;54275;"E";"Estimated value"
IRL;"Ireland";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;31861;"E";"Estimated value"
ITA;"Italy";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;56833;"E";"Estimated value"
JPN;"Japan";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;92818;"E";"Estimated value"
KOR;"Korea";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;30852;"E";"Estimated value"
LUX;"Luxembourg";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;64500;"E";"Estimated value"
MEX;"Mexico";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;9856;"E";"Estimated value"
NLD;"Netherlands";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;71251;"E";"Estimated value"
NZL;"New Zealand";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;81271;"E";"Estimated value"
NOR;"Norway";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;16930;"E";"Estimated value"
POL;"Poland";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;12902;"E";"Estimated value"
PRT;"Portugal";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;29563;"E";"Estimated value"
SVK;"Slovak Republic";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;8896;"E";"Estimated value"
ESP;"Spain";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;29819;"E";"Estimated value"
SWE;"Sweden";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;69899;"E";"Estimated value"
CHE;"Switzerland";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;120265;"E";"Estimated value"
TUR;"Turkey";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;3886;"E";"Estimated value"
GBR;"United Kingdom";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;69927;"E";"Estimated value"
USA;"United States";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;163268;"E";"Estimated value"
BRA;"Brazil";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;7566;"E";"Estimated value"
CHL;"Chile";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;18172;"E";"Estimated value"
EST;"Estonia";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;15728;"E";"Estimated value"
ISR;"Israel";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;50051;"E";"Estimated value"
RUS;"Russia";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;3687;"E";"Estimated value"
SVN;"Slovenia";"IW_HNFW";"Household net financial wealth";"L";"Value";"WMN";"Women";"USD";"US Dollar";"0";"units";;;17271;"E";"Estimated value"
AUS;"Australia";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;72;;
AUT;"Austria";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;71;;
BEL;"Belgium";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;62;;
CAN;"Canada";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;72;;
CZE;"Czech Republic";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;69;;
DNK;"Denmark";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;73;;
FIN;"Finland";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;69;;
FRA;"France";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;64;;
DEU;"Germany";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;74;;
GRC;"Greece";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;49;;
HUN;"Hungary";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;62;;
ISL;"Iceland";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;82;;
IRL;"Ireland";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;61;;
ITA;"Italy";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;57;;
JPN;"Japan";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;73;;
KOR;"Korea";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;65;;
LUX;"Luxembourg";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;67;;
MEX;"Mexico";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;60;;
NLD;"Netherlands";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;73;;
NZL;"New Zealand";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;74;;
NOR;"Norway";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;75;;
POL;"Poland";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;62;;
PRT;"Portugal";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;63;;
SVK;"Slovak Republic";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;61;;
ESP;"Spain";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;57;;
SWE;"Sweden";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;75;;
CHE;"Switzerland";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;80;;
TUR;"Turkey";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;50;;
GBR;"United Kingdom";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;73;;
USA;"United States";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;68;;
BRA;"Brazil";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;67;;
CHL;"Chile";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;62;;
EST;"Estonia";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;70;;
ISR;"Israel";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;68;;
RUS;"Russia";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;69;;
SVN;"Slovenia";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;64;;
OECD;"OECD - Total";"JE_EMPL";"Employment rate";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;66;;
AUS;"Australia";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;77;;
AUT;"Austria";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;75;;
BEL;"Belgium";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;66;;
CAN;"Canada";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;75;;
CZE;"Czech Republic";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;77;;
DNK;"Denmark";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;76;;
FIN;"Finland";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;70;;
FRA;"France";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;68;;
DEU;"Germany";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;78;;
GRC;"Greece";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;58;;
HUN;"Hungary";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;68;;
ISL;"Iceland";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;84;;
IRL;"Ireland";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;66;;
ITA;"Italy";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;66;;
JPN;"Japan";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;82;;
KOR;"Korea";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;76;;
LUX;"Luxembourg";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;73;;
MEX;"Mexico";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;78;;
NLD;"Netherlands";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;78;;
NZL;"New Zealand";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;80;;
NOR;"Norway";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;77;;
POL;"Poland";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;68;;
PRT;"Portugal";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;66;;
SVK;"Slovak Republic";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;68;;
ESP;"Spain";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;62;;
SWE;"Sweden";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;77;;
CHE;"Switzerland";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;84;;
TUR;"Turkey";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;70;;
GBR;"United Kingdom";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;78;;
USA;"United States";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;73;;
BRA;"Brazil";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;79;;
CHL;"Chile";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;73;;
EST;"Estonia";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;73;;
ISR;"Israel";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;72;;
RUS;"Russia";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;74;;
SVN;"Slovenia";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;68;;
OECD;"OECD - Total";"JE_EMPL";"Employment rate";"L";"Value";"MN";"Men";"PC";"Percentage";"0";"units";;;74;;
AUS;"Australia";"JE_EMPL";"Employment rate";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;66;;
AUT;"Austria";"JE_EMPL";"Employment rate";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;67;;
BEL;"Belgium";"JE_EMPL";"Employment rate";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;58;;
CAN;"Canada";"JE_EMPL";"Employment rate";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;69;;
CZE;"Czech Republic";"JE_EMPL";"Employment rate";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;61;;
DNK;"Denmark";"JE_EMPL";"Employment rate";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;70;;
FIN;"Finland";"JE_EMPL";"Employment rate";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;68;;
FRA;"France";"JE_EMPL";"Employment rate";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;61;;
DEU;"Germany";"JE_EMPL";"Employment rate";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;69;;
GRC;"Greece";"JE_EMPL";"Employment rate";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;41;;
HUN;"Hungary";"JE_EMPL";"Employment rate";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;56;;
ISL;"Iceland";"JE_EMPL";"Employment rate";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;80;;
